,Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study
1135,Rodentia,Cricetidae,Microtus,schidlovskii,Microtus_schidlovskii,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
1128,Rodentia,Cricetidae,Microtus,socialis schiddlovskii,Microtus_socialis schiddlovskii,60,60,,XY,,29,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1250,Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix_emiliae,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Aniskin 1994b
983,Rodentia,Heterocephalidae,Heterocephalus,glaber,Heterocephalus_glaber,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1275,Rodentia,Heteromyidae,Dipodomys,agilis,Dipodomys_agilis,60,60,,XY,,29,unfused,Blackmon,
1278,Rodentia,Heteromyidae,Dipodomys,elephantinus,Dipodomys_elephantinus,60,60,,XY,,29,unfused,Blackmon,
1283,Rodentia,Heteromyidae,Dipodomys,microps,Dipodomys_microps,60,60,,XY,,29,unfused,Blackmon,
1291,Rodentia,Heteromyidae,Dipodomys,venustus,Dipodomys_venustus,60,60,,XY,,29,unfused,Blackmon,
1343,Rodentia,Muridae,Lophuromys,melanonyx,Lophuromys_melanonyx,60,60,,XY,,29,unfused,Animal Karyotype Book,Aniskin et al. 1997a
1415,Rodentia,Nesomyidae,Nesomys,rufus,Nesomys_rufus,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Solano et al. 2011
1460,Rodentia,Spalacidae,Spalax,ehrenbergi,Spalax_ehrenbergi,60,60,,XY,,29,unfused,Blackmon,Ivanitskaya and Nevo 1998
1466,Scandentia,Tupaiidae,Tupaia,glis,Tupaia_glis,60,60,,XY,,29,unfused,Blackmon,
30,Artiodactyla,Antilocapridae,Antilocapra,americana,Antilocapra_americana,58,58,,XY,,28,unfused,Blackmon,Kulemzina et al. 2009
38,Artiodactyla,Bovidae,Addax,nasomaculatus,Addax_nasomaculatus,58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
43,Artiodactyla,Bovidae,Ammotragus,lervia,Ammotragus_lervia,58,58,,XY,,28,unfused,Blackmon,
50,Artiodactyla,Bovidae,Bos,frontalis (gaurus),Bos_frontalis (gaurus),58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
49,Artiodactyla,Bovidae,Bos,frontalis (gayal),Bos_frontalis (gayal),58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Chi et al. 2005a
72,Artiodactyla,Bovidae,Connochaetes,gnou,Connochaetes_gnou,58,58,,XY,,28,unfused,Blackmon,Rubes et al.2012
73,Artiodactyla,Bovidae,Connochaetes,taurinus,Connochaetes_taurinus,58,58,,XY,,28,unfused,Blackmon,
74,Artiodactyla,Bovidae,Connochaetes,taurinus albojubatus,Connochaetes_taurinus albojubatus,58,58,,XY,,28,unfused,Animal Karyotype Book,Rubes et al. 2012
118,Artiodactyla,Bovidae,Oryx,beisa beisa,Oryx_beisa beisa,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Kumamoto et al. 1999
119,Artiodactyla,Bovidae,Oryx,beisa callotis,Oryx_beisa callotis,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Kumamoto et al. 1999
114,Artiodactyla,Bovidae,Oryx,gazella beisa,Oryx_gazella beisa,58,58,,XY,,28,unfused,Animal Karyotype Book,Kumamoto et al. 1999
115,Artiodactyla,Bovidae,Oryx,gazella callotis,Oryx_gazella callotis,58,58,,XY,,28,unfused,Animal Karyotype Book,Kumamoto et al. 1999
138,Artiodactyla,Bovidae,Rupricapra,rupicapra,Rupricapra_rupicapra,58,58,,XY,,28,unfused,Blackmon,
171,Artiodactyla,Cervidae,Cervus,unicolor,Cervus_unicolor,58,58,,XY,,28,unfused,Blackmon,
200,Artiodactyla,Cervidae,Rucervus,eldii,Rucervus_eldii,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Frohlich et al. 2017
221,Artiodactyla,Moschidae,Moschus,berezovskii,Moschus_berezovskii,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Chi et al. 2005a
220,Artiodactyla,Moschidae,Moschus,moschiferus,Moschus_moschiferus,58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
113,Artiodactyla,Bovidae,Oryx,dammah,Oryx_dammah,NA,56-58,,XY,,28,unfused,Atlas of Mammalian Chromosomes,Kumamoto et al. 1999
117,Artiodactyla,Bovidae,Oryx,leucoryx,Oryx_leucoryx,NA,57-58,,XY,,28,unfused,Atlas of Mammalian Chromosomes,Rubes et al. 2012
624,Cingulata,Chlamyphoridae,Euphractus,sexcinctus,Euphractus_sexcinctus,58,58,,XY,,28,unfused,Animal Karyotype Book,Jorge et al. 1977
625,Cingulata,Chlamyphoridae,Euphractus,sexcinctus flavimanus,Euphractus_sexcinctus flavimanus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Jorge et al. 1977
886,Primates,Cercopithecidae,Cercopithecus,diana,Cercopithecus_diana,58,58,,XY,,28,unfused,Animal Karyotype Book,Ponsa et al. 1980
919,Primates,Galagidae,Galago,demidovii,Galago_demidovii,58,58,,XY,,28,unfused,Blackmon,
1029,Rodentia,Cricetidae,Blanfordimys,afghanus,Blanfordimys_afghanus,58,58,,XY,,28,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1081,Rodentia,Cricetidae,Hylaeamys,younanus,Hylaeamys_younanus,58,58,,XY,,28,unfused,Animal Karyotype Book,Volobouev and Aniskin 2000
1160,Rodentia,Cricetidae,Neacomys,sp. 1,Neacomys_sp. 1,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Da Silva et al. 2015
1182,Rodentia,Cricetidae,Oryzomys,yunganus,Oryzomys_yunganus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Volobouev and Aniskin 2000a
1239,Rodentia,Dinomyidae,Dinomys,branickii,Dinomys_branickii,58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
1317,Rodentia,Muridae,Arvicanthis,sp.,Arvicanthis_sp.,58,58,,XY,,28,unfused,Animal Karyotype Book,Volobouev et al. 2002b
1355,Rodentia,Muridae,Meriones,crassus,Meriones_crassus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished)
1414,Rodentia,Nesomyidae,Eliurus,majori,Eliurus_majori,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Solano et al. 2011
1234,Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys_porteri,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Gallardo and Mondaca 2002
1420,Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys_porteri,58,58,,XY,,28,unfused,Animal Karyotype Book,Gallardo and Mandaca 2002
1229,Rodentia,Octodontidae,Octodon,degus,Octodon_degus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1422,Rodentia,Octodontidae,Octodon,degus,Octodon_degus,58,58,,XY,,28,unfused,Animal Karyotype Book,Spotorno et al. 1995
1231,Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus_cyanus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Spotorno et al. 1995
1424,Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus_cyanus,58,58,,XY,,28,unfused,Animal Karyotype Book,Spotorno et al. 1995
24,Afrosoricida,Tenrecidae,Microgale,thomasi,Microgale_thomasi,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
45,Artiodactyla,Bovidae,Antidorcas,marsupialis,Antidorcas_marsupialis,56,56,,XY,,27,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
109,Artiodactyla,Bovidae,Naemorhedus,baileyi cranbrooki,Naemorhedus_baileyi cranbrooki,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Huang et al. 2005
107,Artiodactyla,Bovidae,Naemorhedus,goral,Naemorhedus_goral,56,56,,XY,,27,unfused,Animal Karyotype Book,Biltueva and Graphodatsky (Unpublished)
120,Artiodactyla,Bovidae,Oryx,gazella,Oryx_gazella,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,CRES San Diego (Unpublished)
116,Artiodactyla,Bovidae,Oryx,gazella gazella,Oryx_gazella gazella,56,56,,XY,,27,unfused,Blackmon,CRES San Diego (Unpublished)
130,Artiodactyla,Bovidae,Ovis,ammon,Ovis_ammon,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Huang et al. 2005
126,Artiodactyla,Bovidae,Ovis,ammon nigrimontana,Ovis_ammon nigrimontana,56,56,,XY,,27,unfused,Blackmon,
132,Artiodactyla,Bovidae,Pelea,capreolus,Pelea_capreolus,56,56,,XY,,27,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
133,Artiodactyla,Bovidae,Pseudois,nayaur szechuanensis,Pseudois_nayaur szechuanensis,56,56,,XY,,27,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
172,Artiodactyla,Cervidae,Cervus,unicolor malaccensis,Cervus_unicolor malaccensis,56,56,,XY,,27,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
199,Artiodactyla,Cervidae,Rucervus,duvaucelii,Rucervus_duvaucelii,56,56,,XY,,27,unfused,Blackmon,
108,Artiodactyla,Bovidae,Naemorhedus,goral,Naemorhedus_goral,56,56,,XY,,27,unfused,Atlas of Mammalian Chromosomes,Biltueva et al. (Unpublished)
137,Artiodactyla,Bovidae,Redunca,fulvorufula,Redunca_fulvorufula,NA,56-57,,XY,chrom rearrangements,27,unfused,Atlas of Mammalian Chromosomes,Rubes et al. 2007
553,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus_ferrumequinum,56,56,,XY,,27,unfused,Animal Karyotype Book,Teeling and Stanyon (Unpublished)
555,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum tragatus,Rhinolophus_ferrumequinum tragatus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Mao et al. 2007a
560,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus_hipposideros,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Volleth et al. 2013
554,Chiroptera,Rhinolophidae,Rhinolophus,rouxi,Rhinolophus_rouxi,56,56,,XY,,27,unfused,Animal Karyotype Book,Zima et al. 1992
642,Dermoptera,Cynocephalidae,Cynocephalus,variegatus,Cynocephalus_variegatus,56,56,,XY,,27,unfused,Blackmon,Nie et al. 2008
946,Primates,Lemuridae,Lemur,catta,Lemur_catta,56,56,,XY,,27,unfused,Blackmon,
975,Proboscidea,Elephantidae,Elephas,maximus,Elephas_maximus,56,56,,XY,,27,unfused,Blackmon,Houck et al. 2001
976,Proboscidea,Elephantidae,Loxodonta,africana,Loxodonta_africana,56,56,,XY,,27,unfused,Blackmon,Houck et al. 2001
996,Rodentia,Chinchillidae,Lagostomus,maximus,Lagostomus_maximus,56,56,,XY,,27,unfused,Blackmon,Graphodatskaya and Graphodatsky (Unpublished)
1016,Rodentia,Cricetidae,Alticola,argentatus,Alticola_argentatus,56,56,,XY,,27,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1018,Rodentia,Cricetidae,Alticola,barakshin,Alticola_barakshin,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Lemskaya and Romanenko (Unpublished)
1017,Rodentia,Cricetidae,Alticola,macrotis,Alticola_macrotis,56,56,,XY,,27,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1020,Rodentia,Cricetidae,Alticola,olchonensis,Alticola_olchonensis,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1019,Rodentia,Cricetidae,Alticola,strelzowi,Alticola_strelzowi,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Lemskaya (Unpublished)
1045,Rodentia,Cricetidae,Clethrionomys,californicus,Clethrionomys_californicus,56,56,,XY,,27,unfused,Animal Karyotype Book,Modi 1987
1046,Rodentia,Cricetidae,Clethrionomys,centralis,Clethrionomys_centralis,56,56,,XY,,27,unfused,Animal Karyotype Book,Sokolov et al. 1990
1047,Rodentia,Cricetidae,Clethrionomys,gapperi,Clethrionomys_gapperi,56,56,,XY,,27,unfused,Blackmon,Modi 1987
1048,Rodentia,Cricetidae,Clethrionomys,rufocanus,Clethrionomys_rufocanus,56,56,,XY,,27,unfused,Blackmon,Sokolov et al. 1990
1049,Rodentia,Cricetidae,Clethrionomys,rutilus,Clethrionomys_rutilus,56,56,,XY,,27,unfused,Animal Karyotype Book,Sokolov et al. 1990
1050,Rodentia,Cricetidae,Clethrionomys,sikotanensis,Clethrionomys_sikotanensis,56,56,,XY,,27,unfused,Animal Karyotype Book,Sokolov et al. 1990
1074,Rodentia,Cricetidae,Eothenomys,kageus,Eothenomys_kageus,56,56,,XY,,27,unfused,Blackmon,
1077,Rodentia,Cricetidae,Eothenomys,miletus,Eothenomys_miletus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Li et al. 2006b
1075,Rodentia,Cricetidae,Eothenomys,regulus,Eothenomys_regulus,56,56,,XY,,27,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1076,Rodentia,Cricetidae,Eothenomys,smithi,Eothenomys_smithi,56,56,,XY,,27,unfused,Blackmon,
1083,Rodentia,Cricetidae,Lagurus,lagurus,Lagurus_lagurus,56,56,,XY,,27,unfused,Animal Karyotype Book,Modi 1987
1144,Rodentia,Cricetidae,Microtus,longicaudus,Microtus_longicaudus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Modi 1987
1123,Rodentia,Cricetidae,Microtus,richardsoni,Microtus_richardsoni,56,56,,XY,,27,unfused,Animal Karyotype Book,Modi 1987
1153,Rodentia,Cricetidae,Myodes,californicus,Myodes_californicus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Modi 1987
1155,Rodentia,Cricetidae,Myodes,centralis,Myodes_centralis,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Sokolov et al. 1990
1152,Rodentia,Cricetidae,Myodes,gapperi,Myodes_gapperi,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Modi 1987
1147,Rodentia,Cricetidae,Myodes,glareolus,Myodes_glareolus,56,56,,XY,,27,unfused,Blackmon,Sokolov et al. 1990
1148,Rodentia,Cricetidae,Myodes,imaizumi,Myodes_imaizumi,56,56,,XY,,27,unfused,Blackmon,
1154,Rodentia,Cricetidae,Myodes,niigatae,Myodes_niigatae,56,56,,XY,,27,unfused,Blackmon,
1156,Rodentia,Cricetidae,Myodes,regulus,Myodes_regulus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
1149,Rodentia,Cricetidae,Myodes,rufocanus,Myodes_rufocanus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Sokolov et al. 1990
1151,Rodentia,Cricetidae,Myodes,rutilus,Myodes_rutilus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Romanenko et al. 2016
1150,Rodentia,Cricetidae,Myodes,sikotanensis,Myodes_sikotanensis,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Sokolov et al. 1990
1159,Rodentia,Cricetidae,Neacomys,paracou,Neacomys_paracou,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Da Silva et al. 2015
1181,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys_palustris,56,56,,XY,,27,unfused,Blackmon,
1195,Rodentia,Cricetidae,Phenacomys,intermedius,Phenacomys_intermedius,56,56,,XY,,27,unfused,Blackmon,Modi (Unpublished)
1202,Rodentia,Cricetidae,Prometheomys,schaposchnikowi,Prometheomys_schaposchnikowi,56,56,,XY,,27,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1293,Rodentia,Heteromyidae,Liomys,salvini,Liomys_salvini,56,56,,XY,,27,unfused,Blackmon,
1232,Rodentia,Octodontidae,Aconaemys,fuscus,Aconaemys_fuscus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Gallardo and Mondaca 2002
1419,Rodentia,Octodontidae,Aconaemys,fuscus,Aconaemys_fuscus,56,56,,XY,,27,unfused,Animal Karyotype Book,Gallardo and Mandaca 2002
122,Artiodactyla,Bovidae,Ovis,aries,Ovis_aries,54,54,,XY,,26,unfused,Blackmon,Cribiu et al. 2001
129,Artiodactyla,Bovidae,Ovis,aries aries,Ovis_aries aries,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Iannuzzi et al. 1999
127,Artiodactyla,Bovidae,Ovis,aries musimon,Ovis_aries musimon,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,CRES San Diego (Unpublished)
128,Artiodactyla,Bovidae,Ovis,aries orientalis,Ovis_aries orientalis,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Proskuryakova and Beklemisheva (Unpublished)
123,Artiodactyla,Bovidae,Ovis,canadensis,Ovis_canadensis,54,54,,XY,,26,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
124,Artiodactyla,Bovidae,Ovis,orientalis,Ovis_orientalis,54,54,,XY,,26,unfused,Blackmon,
125,Artiodactyla,Bovidae,Ovis,orientalis musimon,Ovis_orientalis musimon,54,54,,XY,,26,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
134,Artiodactyla,Bovidae,Pseudois,schaeferi,Pseudois_schaeferi,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Veterinary Research Institute Brno (Unpublished)
99,Artiodactyla,Bovidae,Kobus,ellipsiprymnus defassa,Kobus_ellipsiprymnus defassa,NA,53-54,,XY,,26,unfused,Atlas of Mammalian Chromosomes,Kingswood et al. 1998b
139,Artiodactyla,Bovidae,Syncerus,caffer,Syncerus_caffer,NA,54-56,,XY,chrom rearrangements,26,unfused,Atlas of Mammalian Chromosomes,Ropiquet et al. 2010
256,Carnivora,Canidae,Nyctereutes,procyonoides procyonoides,Nyctereutes_procyonoides procyonoides,54,54,yes (3),XY,,26,unfused,Animal Karyotype Book,Graphodatsky et al. (Unpublished)
400,Carnivora,Viverridae,Genetta,genetta,Genetta_genetta,54,54,,XY,,26,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
402,Carnivora,Viverridae,Genetta,tigrina,Genetta_tigrina,54,54,,XY,,26,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
429,Chiroptera,Megadermatidae,Megaderma,lyra,Megaderma_lyra,54,54,,XY,,26,unfused,Animal Karyotype Book,Choudhury and Mohanty 1993
754,Hyracoidea,Procaviidae,Procavia,capensis,Procavia_capensis,54,54,,XY,,26,unfused,Animal Karyotype Book,Pardini et al. 2007
779,Lagomorpha,Ochotonidae,Ochotona,forresti,Ochotona_forresti,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Ye et al. 2011
798,Perissodactyla,Equidae,Equus,hemionus kulan,Equus_hemionus kulan,NA,54-55,,XY,,26,unfused,Animal Karyotype Book,Musilova et al. 2009
799,Perissodactyla,Equidae,Equus,hemionus onager,Equus_hemionus onager,NA,55-56,,XY,,26,unfused,Animal Karyotype Book,Trifonov et al. 2008
824,Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Azevedo et al. 2012
822,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Tamandua_tetradactyla,54,54,,XY,,26,unfused,Blackmon,Jorge et al. 1977
875,Primates,Aotidae,Aotus,lemurinus grisiemembra,Aotus_lemurinus grisiemembra,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Stanyon et al. 2011
828,Primates,Aotidae,Aotus,nancymaae,Aotus_nancymaae,54,54,,XY,,26,unfused,Animal Karyotype Book,F. Garcia et al. 2002b
830,Primates,Aotidae,Aotus,trivirgatus,Aotus_trivirgatus,54,54,,XY,,26,unfused,Blackmon,
869,Primates,Cebidae,Cebus,albifrons,Cebus_albifrons,54,54,,XY,,26,unfused,Blackmon,Amaral et al. 2008
870,Primates,Cebidae,Cebus,albifrons albifrons,Cebus_albifrons albifrons,54,54,,XY,,26,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
871,Primates,Cebidae,Cebus,apella,Cebus_apella,54,54,,XY,,26,unfused,Animal Karyotype Book,Clemente et al. 1987
876,Primates,Cebidae,Cebus,apella paraguayanus,Cebus_apella paraguayanus,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Amaral et al. 2008
872,Primates,Cebidae,Cebus,capucinus,Cebus_capucinus,54,54,,XY,,26,unfused,Animal Karyotype Book,Campa and Stanyon 1992
877,Primates,Cebidae,Cebus,olivaceus,Cebus_olivaceus,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Garcia et al. 2002a
882,Primates,Cercopithecidae,Cercopithecus,talapoin,Cercopithecus_talapoin,54,54,,XY,,26,unfused,Blackmon,
893,Primates,Cercopithecidae,Erythrocebus,patas,Erythrocebus_patas,54,54,,XY,,26,unfused,Blackmon,Stanyon et al. 2005
898,Primates,Cercopithecidae,Miopithecus,talapoin,Miopithecus_talapoin,54,54,,XY,,26,unfused,Animal Karyotype Book,Ponsa et al. 1980
972,Primates,Pitheciidae,Chiropotes,utahicki,Chiropotes_utahicki,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Stanyon et al. 2004b
979,Rodentia,Bathyergidae,Bathyergus,janetta,Bathyergus_janetta,54,54,,XY,,26,unfused,Animal Karyotype Book,Nevo et al. 1986
984,Rodentia,Bathyergidae,Fukomys,darlingi,Fukomys_darlingi,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Deuve et al. 2008
982,Rodentia,Bathyergidae,Georychus,capensis,Georychus_capensis,54,54,,XY,,26,unfused,Animal Karyotype Book,Nevo et al. 1986
1042,Rodentia,Cricetidae,Chionomys,gud,Chionomys_gud,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1043,Rodentia,Cricetidae,Chionomys,nivalis,Chionomys_nivalis,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1044,Rodentia,Cricetidae,Chionomys,roberti,Chionomys_roberti,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1071,Rodentia,Cricetidae,Ellobius,talpinus,Ellobius_talpinus,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Bakloushinskaya et al. 2012
1072,Rodentia,Cricetidae,Ellobius,tancrei,Ellobius_tancrei,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Bakloushinskaya et al. 2012
1082,Rodentia,Cricetidae,Lagurus,curtatus,Lagurus_curtatus,54,54,,XY,,26,unfused,Blackmon,
1084,Rodentia,Cricetidae,Lagurus,lagurus,Lagurus_lagurus,54,54,,XY,,26,unfused,Blackmon,
1100,Rodentia,Cricetidae,Microtus,daghestanicus,Microtus_daghestanicus,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1137,Rodentia,Cricetidae,Microtus,guentheri,Microtus_guentheri,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Lemskaya et al. 2010
1105,Rodentia,Cricetidae,Microtus,guentheri philistinus,Microtus_guentheri philistinus,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1132,Rodentia,Cricetidae,Microtus,juldaschi,Microtus_juldaschi,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
1107,Rodentia,Cricetidae,Microtus,julddaschi carruthersi,Microtus_julddaschi carruthersi,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1108,Rodentia,Cricetidae,Microtus,kirgisorum,Microtus_kirgisorum,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1141,Rodentia,Cricetidae,Microtus,levis,Microtus_levis,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Lemskaya et al. 2010
1110,Rodentia,Cricetidae,Microtus,majori,Microtus_majori,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1118,Rodentia,Cricetidae,Microtus,nova,Microtus_nova,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1119,Rodentia,Cricetidae,Microtus,ochrogaster,Microtus_ochrogaster,54,54,,XY,,26,unfused,Blackmon,Modi 1987
1138,Rodentia,Cricetidae,Microtus,qazvinensis,Microtus_qazvinensis,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
1124,Rodentia,Cricetidae,Microtus,rossiaemeridonalis,Microtus_rossiaemeridonalis,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1134,Rodentia,Cricetidae,Microtus,savii,Microtus_savii,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1126,Rodentia,Cricetidae,Microtus,schelkovnikovi,Microtus_schelkovnikovi,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1129,Rodentia,Cricetidae,Microtus,subterraneus,Microtus_subterraneus,54,54,,XY,,26,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1164,Rodentia,Cricetidae,Neotoma,cinerea,Neotoma_cinerea,54,54,,XY,,26,unfused,Blackmon,
1176,Rodentia,Cricetidae,Ondatra,zibethica,Ondatra_zibethica,54,54,,XY,,26,unfused,Blackmon,Lemskaya (Unpublished)
1179,Rodentia,Cricetidae,Oryzomys,megacephalus,Oryzomys_megacephalus,54,54,,XY,,26,unfused,Animal Karyotype Book,Volobouev and Aniskin 2000
1285,Rodentia,Heteromyidae,Dipodomys,nitratoides,Dipodomys_nitratoides,54,54,,XY,,26,unfused,Blackmon,
1339,Rodentia,Muridae,Lemniscomys,barbarus,Lemniscomys_barbarus,54,54,,XY,,26,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1342,Rodentia,Muridae,Lophuromys,chrysopus,Lophuromys_chrysopus,54,54,,XY,,26,unfused,Animal Karyotype Book,Aniskin et al. 1997a
1390,Rodentia,Muridae,Stenocephalemys,albocaudata,Stenocephalemys_albocaudata,54,54,,XY,,26,unfused,Animal Karyotype Book,Lavrenchenko et al. 2001
